latitude,longitude,vibe,elevation,weather,time_of_day,population,cultural_aspect,language
19.2183,73.1645,urban,86,rainy,night,7213613,mixed,English
9.11527778,77.3284149,backwater,52,clear,evening,14899,traditional,Malayalam
14.12942894,77.00403864,beach,21,cloudy,evening,505842,maritime,Tamil
9.450631067,79.26675106,coastal,50,cloudy,early-morning,360835,maritime,Malayalam
24.25393555,84.88336226,cultural,391,warm,morning,55523,festive,Gujarati
25.09658293442789,85.35168905728608,cultural,657,cloudy,morning,786844,festive,Gujarati
15.20817243,80.17001016,coastal-city,132,clear,morning,2766224,mixed,English
11.34519133,78.88156062,forest,698,foggy,evening,33052,tribal,Hindi
27.23461463,85.42715456,mountain,2320,snow,afternoon,158263,traditional,Bhutia
9.06423805,75.9763376,backwater,64,cloudy,evening,50889,ethnic,Malayalam
9.651274035,76.99923328,backwater,43,cloudy,afternoon,49749,traditional,Malayalam
9.342743667,79.219732,coastal,49,clear,morning,751485,maritime,Tamil
20.26849187198497,85.84348384689048,temple-town,696,cloudy,early-morning,690306,spiritual,Tamil
9.315621094,76.59013346,forest,678,rainy,night,26326,tribal,Hindi
22.18597646,79.96703954,urban,4,clear,afternoon,9169489,modern,Hindi
14.42058601,76.37404829,beach,55,breezy,morning,130922,maritime,Malayalam
23.63118282,86.33150973,hill-town,1015,cold-clear,morning,68781,traditional,Hindi
23.25,87.85,cultural,793,clear,night,791953,festive,Gujarati
10.36993487,76.17020666,backwater,35,rainy,afternoon,28339,ethnic,Malayalam
24.00425529,85.50847678,hill-town,1765,cloudy,early-morning,74581,traditional,English
25.88321307,83.24773505,spiritual,789,cloudy,afternoon,560490,meditative,Hindi
23.45850389,77.46598665,heritage,967,haze,afternoon,589330,traditional,Marathi
25.46149118,85.24636763,cultural,945,cloudy,night,536896,heritage-rich,Hindi
19.51892313,78.71436156,rural,554,cloudy,evening,26951,agrarian,Marathi
22.7196,75.8577,urban,169,haze,evening,12026232,cosmopolitan,English
23.748833567566,78.20597025848897,heritage,479,clear,afternoon,47821,historical,Bengali
12.19541121005959,78.32304667344441,forest,291,humid,afternoon,26687,tribal,Hindi
15.92033223,79.48153432,coastal-city,254,cloudy,evening,14728302,maritime,Malayalam
26.71098431,85.80307014,mountain,3613,cloudy,morning,58632,tribal,Nepali
27.20135904,86.30696237,mountain,3252,cold-clear,night,83713,tribal,Nepali
9.95200565,79.21529138,coastal,42,rainy,morning,623210,maritime,Tamil
21.64635186,78.54768241,rural,306,clear,afternoon,18771,agrarian,Hindi
26.73183113,86.37569739,mountain,2601,snow,afternoon,110411,tribal,Hindi
25.5788,91.8933,mountain,2219,foggy,morning,66315,traditional,Bhutia
9.486451012,76.14124365,backwater,62,cloudy,morning,26247,ethnic,Malayalam
26.14751959,86.21108081,mountain,2829,snow,morning,12360,tribal,Nepali
30.327254303767774,78.02865922699881,hill-town,2036,foggy,early-morning,94673,traditional,Hindi
25.63139657,81.70819597,city,192,clear,morning,5341003,mixed,Bengali
24.34902584,85.51672499,hill-town,997,cold-clear,evening,58845,traditional,Nepali
26.54704291,74.71246391,desert,236,dry-windy,early-morning,21181,ethnic,Hindi
24.83852584,83.35641028,spiritual,115,clear,evening,695160,meditative,Sanskrit
22.84705765,86.19602766,hill-town,1971,cloudy,morning,166611,traditional,Nepali
26.779019237656364,86.72855709432336,mountain,3766,snow,afternoon,83928,traditional,Nepali
20.36199438,78.49409936,rural,788,cloudy,evening,48272,agrarian,Bengali
18.06006469,83.35104773,temple-town,219,humid,afternoon,434548,traditional,Sanskrit
13.26964992,77.0554031,beach,22,humid,afternoon,290622,laid-back,Malayalam
8.679449180874654,76.01086438595178,backwater,14,clear,night,63426,traditional,Malayalam
16.98927363,84.08001192,temple-town,613,cloudy,night,620045,traditional,Sanskrit
26.02438157,82.03232604,city,240,clear,night,7623232,mixed,English
17.55821645996778,83.70896934105323,temple-town,546,clear,morning,433352,spiritual,Hindi
26.96077396,74.87999896,desert,126,dusty,evening,20533,ethnic,Rajasthani
22.30427142209007,70.80204016439183,urban,45,rainy,afternoon,2444275,modern,Marathi
25.08708686,82.75728367,spiritual,787,clear,afternoon,685834,meditative,Sanskrit
8.781864130533647,77.6778223963343,coastal,0,clear,evening,337104,traditional,Malayalam
24.8209457347052,83.11035084980989,spiritual,317,foggy,evening,36498,spiritual,Tibetan
17.51355100510346,84.40583605835302,temple-town,765,humid,night,592988,traditional,Sanskrit
25.80537711,80.61734035,city,141,rainy,evening,5621223,mixed,Tamil
15.620056509375113,77.56610493104354,coastal-city,143,rainy,evening,13768361,mixed,Tamil
23.83035622,77.72156266,heritage,981,haze,night,105148,historical,Bengali
26.5019717,73.93465912,desert,228,hot-clear,evening,3522,ethnic,Sindhi
13.699121060669336,77.05069791525897,beach,38,breezy,evening,145318,laid-back,Konkani
21.1702,72.8311,urban,89,cloudy,evening,2644904,mixed,Hindi
8.88763569475737,76.59168576662988,beach,46,clear,afternoon,422686,laid-back,Malayalam
20.73841051,76.99284667,rural,193,cloudy,afternoon,45011,agrarian,Hindi
26.1445,91.7362,urban,201,haze,night,5337747,mixed,Marathi
22.85449726,76.7782056,heritage,946,clear,early-morning,587649,historical,Marathi
23.65215674,86.90134784,hill-town,1049,foggy,afternoon,36915,colonial,English
24.89909291,84.03564928,spiritual,153,cloudy,morning,29486,meditative,Hindi
24.804719094419383,93.91900735657912,hill-town,1413,cloudy,afternoon,80664,traditional,English
25.58735918,80.70721971,city,237,cloudy,morning,2996168,modern,Tamil
16.419539910707236,79.06498663939216,coastal-city,99,rainy,night,2947755,mixed,Malayalam
27.71586891,87.77058098,mountain,3547,foggy,evening,31658,traditional,Bhutia
12.65963516,77.6407711,beach,1,breezy,afternoon,102657,maritime,Konkani
9.29114559,77.47115158,backwater,71,clear,evening,9844,ethnic,Malayalam
24.88670416,80.8850161,city,46,rainy,morning,1418262,commercial,Bengali
27.139027139209272,85.93559313685273,mountain,2639,snow,evening,72580,tribal,Bhutia
24.97572344,85.11591102,cultural,828,clear,afternoon,417039,festive,Hindi
22.430778421442053,87.32128825249023,rural,232,cloudy,evening,53925,traditional,Marathi
9.022141444,78.91815522,coastal,44,clear,afternoon,270158,traditional,Konkani
23.75168317,78.22235374,heritage,78,clear,evening,682835,historical,Tamil
15.33766717,78.76124404,coastal-city,128,cloudy,night,12110483,modern,English
20.016914564132723,77.80356086014729,rural,300,cloudy,afternoon,4964,agrarian,Marathi
27.43982393270243,86.15965753658935,mountain,2929,snow,afternoon,136586,tribal,Hindi
24.5772998,77.44314316,heritage,885,cloudy,morning,195693,historical,Bengali
12.09793579,79.29214818,forest,833,cloudy,evening,24343,tribal,Hindi
16.07350907,78.81747863,coastal-city,9,humid,morning,3107431,mixed,Malayalam
24.97268664,85.30171428,cultural,654,haze,night,232989,festive,Tamil
23.7729020723528,85.69982243336857,hill-town,1705,foggy,evening,123440,colonial,English
27.102990639317248,86.70771489584952,mountain,1568,cold-clear,afternoon,18278,traditional,Hindi
24.52362372467113,86.12355141376857,hill-town,895,foggy,evening,182029,traditional,Nepali
16.4897,80.3677,coastal-city,109,cloudy,afternoon,11208405,maritime,Tamil
30.05388798,79.02423543,mountain,1483,cloudy,night,39063,tribal,Bhutia
27.0646,88.473,mountain,3917,cloudy,evening,179158,traditional,Nepali
18.20882823,84.01482977,temple-town,897,humid,night,544930,spiritual,Hindi
17.4313395,83.73227945,temple-town,132,warm,afternoon,187721,traditional,Sanskrit
21.1458,79.0882,urban,197,haze,night,11041421,cosmopolitan,Marathi
23.33698095,77.2876096,heritage,685,clear,evening,506358,historical,Bengali
10.92332291,78.71513682,forest,582,foggy,morning,7657,tribal,Hindi
26.08266385,80.83676878,city,0,clear,morning,10271421,mixed,English
9.35994635553168,76.69478069647782,backwater,79,humid,evening,42931,ethnic,Malayalam
14.21713327,77.76675094,beach,65,clear,morning,500834,laid-back,Tamil
23.25412996,87.87084649,cultural,581,haze,morning,397088,festive,Gujarati
22.95614836,78.65142754,cultural,633,clear,night,726821,heritage-rich,Hindi
24.71483351489225,76.54973418384665,heritage,80,haze,evening,682461,traditional,Marathi
28.6139,77.209,urban,79,clear,early-morning,8523696,modern,Marathi
9.254092305337744,76.72419298038749,backwater,66,clear,evening,60958,ethnic,Malayalam
17.67497293206809,83.21928134456678,coastal-city,102,cloudy,evening,4327778,modern,Konkani
23.77263704,85.70017477,hill-town,1719,foggy,evening,124370,colonial,English
15.850154663626936,74.49906759234429,heritage,10,cloudy,afternoon,779507,historical,Hindi
25.04670152,85.55999029,cultural,857,clear,afternoon,610828,festive,Bengali
26.5042667035344,87.23003481547102,mountain,2109,cold-clear,early-morning,100436,tribal,Nepali
23.63176267,77.00044656,heritage,96,cloudy,early-morning,648765,historical,Bengali
8.693245123546658,78.3064378687408,coastal,53,humid,early-morning,530484,traditional,Malayalam
27.83695180090221,85.81782979876589,mountain,3962,cloudy,afternoon,102687,tribal,Hindi
24.18491891,80.76193002,city,170,haze,night,3608008,modern,Tamil
24.34164819,86.58277479,hill-town,1071,rainy,evening,119416,traditional,English
15.54151971,79.49615126,coastal-city,132,humid,night,1704738,modern,Tamil
8.099299363,77.54741505,coastal,58,cloudy,night,431627,traditional,Malayalam
27.647689769878337,86.72936096031091,mountain,3166,snow,morning,57603,traditional,Bhutia
26.03510309,83.71896217,spiritual,832,calm,afternoon,157557,spiritual,Tibetan
24.776863971052418,85.16524334088878,cultural,773,clear,afternoon,193659,heritage-rich,Tamil
22.29224829,78.83568834,urban,285,cloudy,morning,9936521,mixed,Kannada
27.24005813,86.77889774,mountain,3889,cold-clear,night,159988,tribal,Bhutia
25.260187145328665,82.91567105086895,spiritual,966,calm,evening,234028,meditative,Tibetan
22.51686665,88.36386489,urban,156,clear,evening,14599097,mixed,Marathi
14.48421666,77.86160431,beach,9,breezy,afternoon,270797,maritime,Konkani
15.68895217,78.46733561,coastal-city,268,clear,night,10582879,mixed,Tamil
26.433312046401305,74.6532474740612,desert,465,dry-windy,evening,73931,tribal,Sindhi
9.623581031,76.4251807,backwater,46,cloudy,afternoon,75974,traditional,Malayalam
9.608920695,76.46142197,backwater,54,clear,morning,16002,ethnic,Malayalam
20.40840649,78.4585498,rural,357,rainy,evening,49007,traditional,Odia
23.537594010235864,86.04904852802665,hill-town,2004,cold-clear,morning,15838,traditional,Nepali
24.308889964867745,83.07800787621069,spiritual,428,calm,afternoon,428606,spiritual,Tibetan
25.03407593,80.5888591,city,175,rainy,night,4601131,modern,Bengali
23.99606192303561,85.57235880521469,hill-town,850,foggy,afternoon,132230,traditional,Nepali
15.84639339,74.48670019,heritage,412,clear,evening,142168,traditional,Tamil
22.3072,73.1812,urban,28,haze,afternoon,11328449,cosmopolitan,Marathi
24.370274095744307,86.16077198757404,hill-town,1943,cold-clear,evening,174915,traditional,Hindi
24.21524299,76.90775046,heritage,974,haze,morning,586387,historical,Marathi
21.6417,86.933,temple-town,129,humid,evening,138814,traditional,Sanskrit
23.00802642385517,85.47118134752331,hill-town,1886,cloudy,night,181507,colonial,Hindi
25.5941,85.1376,urban,298,cloudy,afternoon,11695520,mixed,Hindi
9.360274383,76.69416755,backwater,74,humid,evening,43925,ethnic,Malayalam
27.33162158,86.59003328,mountain,2439,cold-clear,afternoon,17153,tribal,Bhutia
24.588653224646617,85.48256393261076,cultural,558,cloudy,night,121715,heritage-rich,Hindi
12.30760098,76.64099804,heritage,901,cloudy,evening,762772,historical,Marathi
25.9373672484448,74.60072115950629,desert,243,dusty,evening,57634,ethnic,Rajasthani
9.940324201,79.52604434,coastal,3,rainy,evening,508597,maritime,Malayalam
24.80844223,83.02513618,spiritual,40,clear,night,185344,meditative,Sanskrit
19.82249106,78.50363237,rural,640,haze,morning,24756,traditional,Odia
22.57624944,88.36648468,city,180,cloudy,night,5434359,mixed,English
26.230880103519265,87.10995177077997,mountain,3962,foggy,early-morning,61636,traditional,Hindi
20.1037666,78.58512671,rural,497,rainy,afternoon,42300,traditional,Gujarati
23.35276012,86.31826719,hill-town,999,foggy,night,173442,traditional,English
12.11247691768463,79.26718036386717,forest,474,humid,early-morning,6198,nature-based,Local Tribal Language
24.11933266087488,77.28272821874029,heritage,327,warm,night,517277,traditional,Bengali
17.08174593,83.42368819,temple-town,780,warm,morning,261671,spiritual,Tamil
24.42363967,85.41177674,hill-town,942,cold-clear,evening,161734,colonial,Nepali
19.91352757,78.93400735,rural,256,haze,evening,2594,agrarian,Bengali
21.724419298923124,78.96317071973284,rural,456,clear,afternoon,64578,agrarian,Gujarati
11.880753724658524,79.38120351028378,forest,1417,humid,afternoon,40949,nature-based,Hindi
17.38202062,83.86285334,temple-town,453,cloudy,night,446514,traditional,Sanskrit
15.61810813,77.58325281,coastal-city,264,clear,afternoon,13145736,maritime,Malayalam
17.470446799540436,83.26682017206237,temple-town,899,warm,morning,551707,traditional,Hindi
24.406079397306424,83.1937677951776,spiritual,213,calm,night,760850,spiritual,Tibetan
23.60512042346708,76.99273361518887,heritage,6,haze,afternoon,328002,historical,Tamil
26.20532307,74.69330643,desert,583,dry-windy,early-morning,33817,ethnic,Rajasthani
11.72915693,79.35203603,forest,717,humid,evening,47261,tribal,Hindi
9.291605361,76.56685173,backwater,30,rainy,early-morning,8763,traditional,Malayalam
24.79844583719009,85.50050932836584,cultural,238,clear,evening,187948,festive,Gujarati
27.39967919,86.21032559,mountain,1391,foggy,evening,178319,traditional,Hindi
26.03312528,75.20892849,desert,134,hot-clear,evening,62731,tribal,Hindi
23.0225,72.5714,urban,31,clear,night,10603176,cosmopolitan,Hindi
22.98167256393297,78.31702657810915,urban,114,rainy,evening,8460876,modern,English
24.22241716,77.09910789,heritage,259,haze,morning,482624,traditional,Bengali
11.676010840293229,78.14576930959514,forest,1417,cloudy,early-morning,59279,nature-based,Hindi
13.32017929,77.33805708,beach,10,humid,evening,326896,laid-back,Malayalam
23.8141282,77.87509105,heritage,798,clear,night,767000,traditional,Hindi
9.096602033,76.52877909,backwater,52,rainy,night,12510,traditional,Malayalam
26.24592291327177,74.02437893629674,desert,514,hot-clear,early-morning,29145,tribal,Rajasthani
25.44851601,81.24629571,city,252,clear,evening,6797584,modern,Telugu
23.80808949,77.40552242,heritage,948,cloudy,evening,284127,traditional,Bengali
11.77252628,78.29984587,forest,1002,cloudy,evening,5806,nature-based,Local Tribal Language
24.22093584,85.22291069,hill-town,1044,cold-clear,afternoon,154138,colonial,Nepali
16.08072712,77.72212921,coastal-city,226,cloudy,early-morning,2865440,modern,Malayalam
11.78132793,78.91503793,forest,397,foggy,morning,18030,tribal,Hindi
25.71294342,81.32406633,city,53,cloudy,early-morning,9390086,mixed,Tamil
26.95804674,85.65385267,mountain,3327,cloudy,early-morning,151812,tribal,Hindi
9.297221431,79.31433032,coastal,65,humid,early-morning,206983,maritime,Tamil
25.54092467,81.21540495,city,263,clear,evening,3989018,mixed,Bengali
13.3409,74.7421,beach,75,clear,early-morning,25519,maritime,Malayalam
24.51929243,85.86627729,cultural,550,haze,early-morning,569921,festive,Gujarati
25.52865626,81.11845521,city,200,haze,afternoon,13845806,mixed,Hindi
25.99544302,74.60087034,desert,368,hot-clear,evening,21859,tribal,Rajasthani
8.154386244,78.89667768,coastal,50,rainy,morning,792972,traditional,Konkani
25.04274323,80.59085444,city,95,haze,afternoon,13976668,mixed,Bengali
26.81664962,75.15728966,desert,301,clear,morning,7341,ethnic,Hindi
13.517605951518233,78.31583070548116,beach,53,cloudy,early-morning,157763,laid-back,Malayalam
24.4318596,77.87739797,heritage,172,haze,early-morning,380915,traditional,Bengali
24.23747103,85.24287427,hill-town,1799,foggy,early-morning,35044,colonial,English
23.2606005,87.84274011,cultural,341,clear,night,438951,heritage-rich,Tamil
23.28998634,84.69969785,hill-town,2047,cloudy,evening,57020,traditional,English
8.936869361155567,79.28076058885397,coastal,26,clear,early-morning,746551,traditional,Konkani
12.109940047261215,78.76138360878605,forest,1327,humid,morning,13280,nature-based,Hindi
29.06248241,76.08860131,heritage,914,clear,morning,292499,traditional,Hindi
27.1767,78.0081,heritage,55,clear,evening,661071,historical,Marathi
15.644149448783924,77.2060252801928,coastal-city,204,humid,night,5773788,maritime,Malayalam
25.78048138977821,75.094575900837,desert,528,hot-clear,afternoon,19953,ethnic,Sindhi
22.08791864,79.02590674,urban,284,rainy,afternoon,3397146,cosmopolitan,Hindi
11.95241769,79.06018092,forest,934,humid,morning,22357,tribal,Hindi
23.40021607633261,76.99723481362518,heritage,502,haze,afternoon,542093,traditional,Marathi
27.791203162908456,86.09489412924935,mountain,2086,cold-clear,early-morning,107628,traditional,Hindi
25.32831452,82.95691163,spiritual,295,foggy,morning,424258,meditative,Tibetan
22.58082813754382,85.80514483437643,city,112,haze,afternoon,6269871,modern,English
26.629441434693053,74.30907956766573,desert,464,hot-clear,morning,48483,ethnic,Rajasthani
16.61350455,83.83675541,temple-town,84,clear,morning,103687,traditional,Tamil
11.62734232,79.65643543,forest,1238,cloudy,evening,61426,nature-based,Hindi
13.58214037,76.66336916,beach,40,clear,evening,221674,laid-back,Tamil
26.97113021,73.89067327,desert,183,hot-clear,morning,32010,tribal,Rajasthani
25.550208401089943,83.3279535462445,spiritual,159,calm,night,490638,meditative,Hindi
24.01038901568637,85.52379815056149,hill-town,2153,foggy,morning,95414,traditional,English
9.899117693,79.62890993,coastal,2,humid,evening,325000,traditional,Malayalam
12.91858706,74.84215045,coastal-city,169,cloudy,night,5710979,modern,English
13.3235695,77.81621918,beach,10,cloudy,evening,705138,laid-back,Malayalam
26.54803712,86.42308932,mountain,2635,snow,morning,97305,tribal,Hindi
14.112288551935364,78.10352541114098,beach,67,humid,afternoon,142670,maritime,Konkani
9.303139067,76.49917855,backwater,32,clear,morning,68193,traditional,Malayalam
24.81994398,83.10993875,spiritual,322,foggy,evening,36624,spiritual,Tibetan
8.208759506019293,78.94949668344793,coastal,15,humid,evening,741116,traditional,Malayalam
11.74378003,79.76397844,beach,52,breezy,afternoon,458360,maritime,Tamil
17.76368958,83.46118545,temple-town,501,cloudy,afternoon,192113,traditional,Sanskrit
15.37646626,79.84268805,coastal-city,153,rainy,afternoon,7966256,modern,Konkani
25.631699489030886,81.19966280809754,city,192,haze,night,626102,modern,Bengali
17.01486588,84.07894074,temple-town,938,clear,night,765559,traditional,Tamil
9.525156125058302,76.81029796186513,backwater,28,clear,night,57984,ethnic,Malayalam
28.9845,77.7064,urban,69,rainy,afternoon,13171383,cosmopolitan,Kannada
25.18662122,82.48922555,spiritual,204,cloudy,morning,540257,spiritual,Tibetan
8.841920839,79.63934132,coastal,55,humid,morning,157162,maritime,Odia
9.618495197,76.42622673,backwater,51,humid,evening,62844,traditional,Malayalam
20.40607629528128,78.85110109402001,rural,276,clear,early-morning,62141,agrarian,Odia
22.9515757,86.35041191,hill-town,864,foggy,night,176981,traditional,Hindi
23.473716360316665,85.69002868582174,hill-town,1914,cold-clear,afternoon,94335,colonial,English
12.32105885907517,79.13633174543595,forest,541,rainy,morning,78912,nature-based,Hindi
24.4293901754484,83.2062890200252,spiritual,786,foggy,afternoon,173128,meditative,Hindi
23.77547647,85.69443391,hill-town,2055,cloudy,morning,165557,traditional,Nepali
9.090031477,76.59594831,backwater,16,humid,afternoon,32558,ethnic,Malayalam
15.32276452815848,78.677175064327,coastal-city,232,humid,night,10884066,maritime,Malayalam
25.045151576308733,80.58908380524979,city,262,clear,early-morning,6497205,commercial,Tamil
25.65310814,82.96874117,spiritual,239,cloudy,morning,211813,spiritual,Hindi
14.27186882,78.06610007,beach,22,clear,evening,504273,laid-back,Konkani
23.5439997644174,85.33498237810198,hill-town,1226,rainy,early-morning,83435,traditional,English
20.384193854841723,78.12356991426127,rural,338,rainy,afternoon,4536,agrarian,Odia
25.63014572007792,81.7073439735687,city,195,clear,morning,5341738,mixed,Bengali
26.43007761,86.88938614,mountain,3101,foggy,afternoon,144725,tribal,Nepali
25.95417961,74.08749521,desert,417,hot-clear,early-morning,20646,tribal,Sindhi
24.50532339402097,82.57628759376065,spiritual,41,cloudy,morning,37561,meditative,Hindi
20.09504165638718,78.58828210043785,rural,576,clear,evening,65524,agrarian,Odia
25.67921166,74.39756151,desert,418,clear,early-morning,24256,tribal,Hindi
28.218,94.7278,mountain,2030,cold-clear,afternoon,128963,traditional,Bhutia
19.31048854,78.45393653,rural,712,clear,morning,20962,traditional,Bengali
26.25435195,83.32296403,spiritual,327,cloudy,early-morning,278735,meditative,Tibetan
24.13150224,82.70604256,spiritual,996,clear,afternoon,669354,spiritual,Sanskrit
26.46182021,74.82163489,desert,396,dusty,morning,47717,tribal,Rajasthani
24.65544013,85.16508244,cultural,322,warm,afternoon,395334,festive,Tamil
16.491305267262046,80.3661960971324,coastal-city,111,humid,afternoon,7666938,modern,Konkani
22.21283676,78.50468764,urban,71,haze,night,7984020,mixed,Marathi
9.439291298,79.35852574,coastal,50,cloudy,evening,419955,traditional,Odia
30.29582659,78.03826909,hill-town,1400,cold-clear,afternoon,58974,traditional,English
25.82758103,75.56606471,desert,425,dusty,afternoon,32520,ethnic,Rajasthani
10.94492424,78.69122423,forest,1129,rainy,afternoon,22061,nature-based,Hindi
8.66680641070746,76.66718570724196,backwater,32,humid,afternoon,67435,ethnic,Malayalam
25.86577499,84.08655532,spiritual,734,cloudy,evening,150351,meditative,Sanskrit
25.932838291500456,83.11392073905357,spiritual,146,foggy,night,503597,spiritual,Tibetan
22.86484604,76.76917266,heritage,158,haze,evening,644822,historical,Bengali
25.30954814,82.98467378,spiritual,2,foggy,morning,517341,meditative,Hindi
24.67872869,76.91277462,heritage,589,warm,afternoon,52248,historical,Hindi
24.75513886929356,85.64542550136686,cultural,809,haze,afternoon,667680,festive,Gujarati
20.38377879,78.14887054,rural,226,clear,night,60502,traditional,Hindi
8.330182406,75.92981025,backwater,2,clear,evening,32070,traditional,Malayalam
22.25420297,79.75906031,urban,125,rainy,early-morning,3034874,mixed,Marathi
12.23204328,79.04797338,forest,380,cloudy,night,56280,nature-based,Hindi
25.08416737,82.76640091,spiritual,919,calm,morning,419227,meditative,Sanskrit
14.053884067365926,77.57447116951924,beach,67,humid,early-morning,287524,maritime,Tamil
9.253173612,76.72436095,backwater,57,clear,evening,61904,ethnic,Malayalam
25.10849128,80.80434014,city,248,clear,night,2513345,modern,Tamil
24.01057391,85.41975813,hill-town,1745,cold-clear,night,169018,traditional,Hindi
24.30381581,83.08647993,spiritual,755,foggy,afternoon,285911,meditative,Tibetan
24.74463665,80.86343994,city,234,clear,night,9308277,commercial,Telugu
26.30573957,74.33589088,desert,135,dry-windy,morning,59807,ethnic,Sindhi
17.04676822,79.48721694,coastal-city,263,humid,evening,2557780,maritime,Konkani
25.58816542,82.56010788,spiritual,672,foggy,morning,521329,spiritual,Hindi
25.831142554089976,82.90001399028417,spiritual,712,cloudy,afternoon,570808,spiritual,Tibetan
26.83266817,74.44760004,desert,156,clear,afternoon,72010,tribal,Sindhi
25.09456531,83.46399544,spiritual,855,clear,afternoon,147278,spiritual,Hindi
18.194622965645834,83.86608044764805,temple-town,551,cloudy,evening,419990,traditional,Tamil
32.38773827180204,75.5174350477171,rural,274,cloudy,early-morning,16183,agrarian,Odia
11.42565245,78.53924396,forest,880,cloudy,morning,28006,tribal,Local Tribal Language
19.54191877,78.89361335,rural,218,rainy,evening,61629,traditional,Bengali
17.95064755053154,83.53327414942868,temple-town,247,cloudy,afternoon,278525,traditional,Tamil
20.466249551502347,85.88356197547711,temple-town,703,cloudy,night,624016,traditional,Hindi
9.3057,76.5809,backwater,66,cloudy,morning,40037,traditional,Malayalam
31.104409632082717,77.17337128849113,mountain,2802,cold-clear,early-morning,30915,traditional,Hindi
14.2014725,78.18524369,coastal-city,188,rainy,night,8958466,maritime,English
25.43683369767044,81.85903018030015,heritage,111,cloudy,morning,717677,historical,Hindi
24.65791322,85.36057179,hill-town,1341,cloudy,afternoon,109548,traditional,Nepali
15.55299898,79.49442609,coastal-city,38,humid,night,7664919,maritime,Konkani
11.92063626,78.65344955,forest,672,cloudy,evening,27236,nature-based,Hindi
22.964997456121303,86.36499946693425,hill-town,2185,rainy,evening,118734,traditional,Hindi
9.408440386,79.29393762,coastal,1,rainy,afternoon,84283,maritime,Konkani
25.40023321,80.49880157,city,287,haze,evening,11532163,mixed,Bengali
10.567981803898864,76.98335546905092,rural,489,clear,morning,66423,traditional,Marathi
17.15297067,84.21169593,temple-town,336,clear,evening,477588,spiritual,Hindi
17.98612046,84.10184582,temple-town,236,cloudy,night,452382,spiritual,Sanskrit
9.417747118,79.27647314,coastal,23,clear,afternoon,749246,maritime,Odia
15.51233858,79.21755433,coastal-city,144,cloudy,early-morning,5000948,maritime,Tamil
21.6278,87.5336,beach,42,breezy,evening,579632,laid-back,Konkani
24.059978120257554,85.87902381081679,hill-town,1617,cloudy,evening,144148,colonial,Nepali
9.958700871,76.69059125,backwater,26,humid,afternoon,67810,ethnic,Malayalam
26.94601695,72.96536586,desert,152,hot-clear,evening,49539,tribal,Hindi
23.84293851,78.72551711,cultural,142,haze,afternoon,470209,festive,Tamil
26.12783001,74.27191199,desert,369,dusty,afternoon,25423,ethnic,Hindi
26.14931321,91.75162047,urban,248,rainy,afternoon,1319785,mixed,Marathi
25.64670132,82.97911528,spiritual,533,clear,night,384856,meditative,Tibetan
11.69847593,78.64816542,forest,973,cloudy,afternoon,35463,nature-based,Hindi
26.02894813,83.72093106,spiritual,355,calm,afternoon,432928,meditative,Sanskrit
23.67156475,85.85757295,hill-town,1912,rainy,evening,45593,colonial,English
17.0700335,82.92891065,temple-town,114,warm,early-morning,473199,traditional,Tamil
25.80885074,81.83836465,city,217,haze,early-morning,5363965,modern,English
15.62859305,77.57985515,coastal-city,134,clear,evening,3794288,mixed,Tamil
22.95191868,78.66547933,cultural,848,warm,afternoon,504784,heritage-rich,Tamil
9.951591658121831,79.21491063517387,coastal,36,rainy,morning,621615,maritime,Tamil
25.94089834,74.11476535,desert,424,clear,afternoon,34726,tribal,Rajasthani
11.15731725,78.80777158,forest,1393,cloudy,afternoon,63030,tribal,Local Tribal Language
23.50830708,84.58875076,cultural,7,cloudy,evening,588164,festive,Tamil
16.90084092,82.80628509,temple-town,716,cloudy,night,385044,spiritual,Tamil
25.15507731,85.63292012,cultural,963,clear,night,730960,heritage-rich,Bengali
17.1474954,83.52479505,temple-town,931,warm,morning,358595,spiritual,Hindi
26.91300775,75.7986577,heritage,143,cloudy,early-morning,102053,traditional,Bengali
25.63879174,80.94847399,city,216,rainy,evening,5059897,mixed,Hindi
12.62037709,77.58481175,beach,7,breezy,morning,533611,laid-back,Konkani
25.4358,81.8463,heritage,335,haze,afternoon,711310,historical,Tamil
26.04592728,81.37122761,city,103,cloudy,night,5783177,commercial,English
9.080612366153408,76.66095999760824,backwater,10,rainy,night,29535,traditional,Malayalam
25.4359692,81.85835057,heritage,115,cloudy,morning,718522,historical,Hindi
25.62363625,80.88013617,city,275,rainy,morning,4848911,commercial,Hindi
26.90662911,75.79348091,heritage,80,haze,morning,475978,historical,Bengali
15.55599237,79.49174698,coastal-city,148,humid,night,12914828,modern,Malayalam
20.070664593095596,77.57014759844573,rural,228,cloudy,morning,63553,traditional,Bengali
20.4625,85.8828,temple-town,872,cloudy,early-morning,213665,traditional,Hindi
11.2588,75.7804,urban,212,cloudy,morning,3010353,cosmopolitan,Marathi
26.34826434987636,81.48557101737346,city,127,rainy,night,8189723,mixed,Telugu
24.83179061,83.34374625,spiritual,492,cloudy,morning,622858,spiritual,Hindi
20.64565035364799,78.32875459667268,rural,0,rainy,afternoon,32749,traditional,Gujarati
24.33524693,77.3553631,heritage,80,haze,afternoon,304475,traditional,Marathi
24.59868750592438,73.70946805526683,heritage,319,cloudy,night,262970,traditional,Tamil
25.24029462,82.37945992,spiritual,543,foggy,night,721158,spiritual,Hindi
